3751,25,SOCT 1,The Society of Conscious Thought prefers this vehicle for most of its errands.,1233,100,1200000,17400,180,1,16,0,0,0,0.07,0,0,16673080,68282,80041
3753,25,SOCT 2,The Society of Conscious Thought prefers this vehicle for many of its errands.,1232,100,1200000,17400,180,1,16,0,0,0,0.07,0,0,16673082,68284,80042
3768,25,Amarr Police Frigate,Amarr Police Frigate ,1067,36,1265000,18100,235,1,4,0,0,0,0.07,0,0,16673087,68289,80044
11019,25,Cockroach,"The specially adapted rogue drone scanning technology integrated into this unique frigate-sized platform is reserved for the exclusive use of the elite Equipment Certification and Anomaly Investigations Division (ECAID) agents. The femtometer wavelength scan resolution allows the pilot to virtually dissect and analyze any object at a subatomic scale, divining all flaws and defects with an uncanny level of quality.



Flying one of these amazing ships is also a great mark of achievement. Any ECAID agent worthy of such a command can be said to have reached the pinnacle of his career and is worthy of all capsuleer's deep respect.",10886,42,1170000,100,999999999,1,8,2200000000,0,0,0.07,0,0,16691412,105472,93979
11591,25,AGILITY TEST SHIP,"The Slasher is cheap, but versatile. It's been manufactured en masse, making it one of the most common vessels in Minmatar space. The Slasher is extremely fast, with decent armaments, and is popular amongst budding pirates and smugglers.Special Ability: 5% bonus to max velocity and Small Projectile Turret tracking speed per skill level.",44,32.89,1170000,17400,120,1,2,275000000,0,0,0.07,0,0,16673305,68507,80173
12403,25,Atron much HP,"The Atron is a hard nugget with an advanced power conduit system, but little space for cargo. Although the Atron is a good harvester when it comes to mining, its main ability is as a combat vessel.Special Ability: 5% bonus to targeting range and Small Hybrid Turret damage per skill level.",323,31,1200000,22500,125,1,8,292500000,0,0,0.07,0,0,16673429,68631,80250
17360,25,Immovable Enigma,The mysterious Enigma.,1010,38,1200000,20400,600,1,2,0,0,0,0.07,0,0,16673963,69165,80696
17705,25,Khanid Navy Frigate,Navy Frig.,314,39,1450000,16500,130,1,1,2850000000,0,0,0.07,0,0,16674078,69280,80777
17707,25,Mordus Frigate,Navy Frig.,314,39,1450000,16500,130,1,1,2850000000,0,0,0.07,0,0,16674080,69282,80778
19770,25,Pimp Vigil,"The Vigil is an unusual Minmatar ship, serving both as a long range scout as well as an electronic warfare platform. It is fast and agile, allowing it to keep the distance needed to avoid enemy fire while making use of jammers or other electronic gadgets.



Special Ability: 5% bonus to max velocity and Target Painter effectiveness per skill level.",1240,32.89,1125000,17400,150,1,2,1725000000,0,0,0.07,0,0,16674268,69470,80878
22579,25,Corvette Prototype Minmatar,This is the first in a series of prototype Minmatar attack craft designed for deployment from Carriers.,2973,15,100000,6000,120,1,2,275000000,0,0,0.07,0,0,16674880,70082,81405
26872,25,Corvette Prototype Amarr,This is the first in a series of prototype Amarr attack craft designed for deployment from Carriers.,2899,15,100000,6000,120,1,4,275000000,0,0,0.07,0,0,16675953,71156,82319
26874,25,Corvette Prototype Gallente,This is the first in a series of prototype Gallente attack craft designed for deployment from Carriers.,2972,15,100000,6000,120,1,8,275000000,0,0,0.07,0,0,16675955,71158,82320
26876,25,Corvette Prototype Caldari,This is the first in a series of prototype Caldari attack craft designed for deployment from Carriers.,2975,15,100000,6000,120,1,1,275000000,0,0,0.07,0,0,16675957,71160,82321
29248,25,Magnate,"This Magnate-class frigate is one of the most decoratively designed ship classes in the Amarr Empire,  considered to be a pet project for a small, elite group of royal ship engineers for over a decade. The frigate's design has gone through several stages over the past decade, and new models of the Magnate appear every few years. The most recent versions of this ship ? the Silver Magnate and the Gold Magnate ? debuted as rewards in the Amarr Championships in YC105, though the original Magnate design is still a popular choice among Amarr pilots. 



Amarr Frigate Skill Bonus: 

5% bonus to Small Energy Turret capacitor use per level

5% increase to scan strength of probes per skill level

5% reduction to survey probe flight time per level",3367,32,1072000,22100,320,1,4,865120000,1,72,0.07,0,0,16682024,106372,94840
635,26,Opux Luxury Yacht,"The Opux Luxury Yachts are normally used by the entertainment industry for pleasure tours for wealthy Gallente citizens. These Opux Luxury Yacht cruisers are rarely seen outside of Gallente controlled space, but are extremely popular within the Federation.",330,287,13075000,115000,1750,1,8,0,1,0,0.07,0,0,16690480,104533,93119
636,26,Ixion,Pirate Cruiser 1,336,101,12155000,99000,1600,1,2,0,0,0,0.07,0,0,16672662,67806,79908
637,26,Ghoul,Pirate Cruiser 2,337,187,10900000,109000,300,1,2,0,0,0,0.07,0,0,16672661,67807,79909
1904,26,Concord Police Cruiser,"Designed by co-operative efforts from all the empires, the Concord cruisers employ many of the finest traditions and technologies enjoyed by the empires, thus making them truly fearsome opponents.",1051,199.86,12155000,101000,900,1,0,0,0,0,0.07,0,0,16672950,68152,80010
1906,26,Concord Army Cruiser,"Designed by co-operative efforts from all the empires, the Concord cruisers employ many of the finest traditions and technologies enjoyed by the empires, thus making them truly fearsome opponents.",1052,199.86,12155000,101000,900,1,0,0,0,0,0.07,0,0,16672951,68153,80011
1908,26,Concord SWAT Cruiser,"Designed by co-operative efforts from all the empires, the Concord cruisers employ many of the finest traditions and technologies enjoyed by the empires, thus making them truly fearsome opponents.",1056,199.86,12155000,101000,900,1,0,0,0,0,0.07,0,0,16672952,68154,80012
1910,26,Concord Special Ops Cruiser,"Designed by co-operative efforts from all the empires, the Concord cruisers employ many of the finest traditions and technologies enjoyed by the empires, thus making them truly fearsome opponents.",1050,199.86,12155000,101000,900,1,0,0,0,0,0.07,0,0,16672953,68155,80013
2164,26,Arbitrator House Ardishapur,"The Arbitrator is unusual for Amarr ships in that its primarily a drone carrier. While it is not the best carrier around, it has superior armor that gives it greater durability than most ships in its class.",1914,192,15385000,120000,1400,1,4,0,0,0,0.07,0,0,16672961,68163,80018
2166,26,Arbitrator House Tash-Murkon,"The Arbitrator is unusual for Amarr ships in that its primarily a drone carrier. While it is not the best carrier around, it has superior armor that gives it greater durability than most ships in its class.",298,192,15385000,120000,1250,1,4,0,0,0,0.07,0,0,16672962,68164,80019
2168,26,Arbitrator House Kor-Azor,"The Arbitrator is unusual for Amarr ships in that its primarily a drone carrier. While it is not the best carrier around, it has superior armor that gives it greater durability than most ships in its class.",1864,192,15385000,120000,1250,1,4,0,0,0,0.07,0,0,16672963,68165,80020
3756,26,SOCT Cruiser,"The Society of Conscious Thought applies its cruiser when anticipating hostilities or when carrying precious cargo. Despite their objections to violence, they prefer to be the violators rather than the violated when push comes to shove.",1231,351,10000000,101000,900,1,16,0,0,0,0.07,0,0,16673084,68286,80043
3878,26,Phantom,"Little is known about Jovian vessels, safe for their technical superiority.",1264,252,10000000,80000,1750,1,16,0,0,0,0.07,0,0,16673089,68291,80045
17711,26,Ammatar Navy Cruiser,"Navy Cruiser.

",49,199.86,13000000,101000,250,1,1,80000000000,0,0,0.07,0,0,16674082,69284,80779
17724,26,Mordus Cruiser,"Navy Cruiser.

",49,199.86,13000000,101000,250,1,1,80000000000,0,0,0.07,0,0,16674089,69291,80780
25560,26,Opux Dragoon Yacht,Originally designed and built by Roden Shipyards exclusively for the Caldari Gaming Commission the Opux Dragoon Yacht is now being supplied to the IGC. Dragoon class Yachts are used to carry wealthy spectators for various high-profile sporting events around the galaxy.,330,287,13075000,115000,1750,1,8,0,0,0,0.07,0,0,16675654,70857,82031
28824,26,Test MWD Thorax,"The Thorax-class cruiser is the latest combat ship commissioned by the Federation. While the Thorax is a very effective ship at any range, typical of modern Gallente design philosophy it is most effective when working at extreme close range where it's blasters and hordes of combat drones tear through even the toughest of enemies.



Special Ability: 5% bonus to Medium Hybrid Turret damage per level and 5% less penalty to max capacitor for MicroWarpdrive usage per level.

",63,167.24,12000000,112000,265,1,8,74000000000,0,0,0.07,0,0,16676531,71736,82820
647,27,Eidolon,Little is known about Jove vessels except for their technical superiority.,331,500,100000000,441000,700,1,16,29999980000,0,0,0.07,0,0,16672660,67808,79910
1912,27,Concord Police Battleship,"The Concord battleships were built by a joint effort of the empires, each empire investing it with their own special technologies. Although this makes them a bit mismatched, their performance leaves no doubt about their awesome power.",1058,250,112903000,486000,14000,1,0,29599980000,0,0,0.07,0,0,16672954,68156,80014
1914,27,Concord Special Ops Battleship,"The Concord battleships were built by a joint effort of the empires, each empire investing it with their own special technologies. Although this makes them a bit mismatched, their performance leaves no doubt about their awesome power.",1059,250,112903000,486000,14000,1,0,29599980000,0,0,0.07,0,0,16672955,68157,80015
1916,27,Concord SWAT Battleship,"The Concord battleships were built by a joint effort of the empires, each empire investing it with their own special technologies. Although this makes them a bit mismatched, their performance leaves no doubt about their awesome power.",1057,250,112903000,486000,14000,1,0,29599980000,0,0,0.07,0,0,16672956,68158,80016
1918,27,Concord Army Battleship,"The Concord battleships were built by a joint effort of the empires, each empire investing it with their own special technologies. Although this makes them a bit mismatched, their performance leaves no doubt about their awesome power.",1060,250,112903000,486000,14000,1,0,29599980000,0,0,0.07,0,0,16672957,68159,80017
4005,27,Scorpion Ishukone Watch,"With its focus on electronic warfare, few ships can resist the direct onslaught of the Ishukone Watch Scorpion-class battleship's jamming capabilities.

  

<font color=white><u>Traits</u></font>

15% bonus to ECM Target Jammer strength per level

20% bonus to ECM Target Jammer optimal and falloff range per level

20% Bonus to ECM Burst range per level

 

<font color=white><u>Details</u></font>

This variant of the Scorpion represents the pinnacle of the Ishukone paramilitary force's electronic warfare capabilities.

 

<font color=white><u>Development</u></font>

When Ishukone Watch was commissioned to produce a run of Scorpion-class battleships for its parent company, it was decided that a number of extra units would be offered to the capsuleer community to help fund the effort. Interestingly, the entire project took less than one year from start to finish, suggesting at some degree of urgency in the fleet's production.

 

<font color=white><u>Technology</u></font>

Though the typical Scorpion-class battleship includes a highly advanced sensor package, Ishukone Watch modifies their ships for policing duty around their worlds. Custom multispectral radiation scanners designed to catch all forms of planetary and extra-planetary communications replace the standard comms suite. Special LADAR and thermal imaging equipment allow Ishukone Watch ships to serve as a distant eye-in-the-sky for planetary security forces. Although these features are stripped out before decommissioned hulls are placed on the open market, the infamy of the Ishukone Watch still makes ships popular with independent ship buyers.



<font color=white><u>Notes</u></font>

Many wonder why Ishukone Watch would produce a massive run of electronic warfare battleships, especially with sensor suites fine-tuned to detect planetside signals. Some have speculated that these ships were intended to support a larger, multinational fleet. Regarding the mass production of these ships, Ishukone Watch CEO Eborimi Shiskala praised her parent corporation with an ""incredible dedication to the Ishukone doctrine of technological superiority.""

",11536,250,103600000,468000,550,1,1,712500000000,1,0,0.07,0,0,16682328,106689,95102
10254,27,Infested Dominix,"The Dominix is one of the old warhorses that dates backs to the Gallente-Caldari War. The Dominix is no longer regarded as the top-of-the-line battleship, but this by no means makes it obsolete. Its formidable hulk and powerful weapon batteries means that anyone not in the largest and latest battleships will regret that they ever locked into combat with it. ",1718,250,105000000,454500,950,1,8,21599980000,0,0,0.07,11,0,16678297,73508,84419
17730,27,Ammatar Navy Battleship,Navy Battleship,335,250,110000000,486000,665,1,2,1087500000000,0,0,0.07,0,0,16674093,69295,80781
17734,27,Mordus Battleship,Navy Battleship,43,250,110000000,486000,665,1,1,1087500000000,0,0,0.07,0,0,16674096,69298,80782
658,28,Visitant,"Little is known about Jovian vessels, safe for their technical superiority.",334,506,15260000,240000,10000,1,16,1960000000,0,0,0.07,0,0,16672659,67809,79911
2863,28,Primae,"The Primae is a repurposed ORE design intended to ease the task of extracting resources from planetbound environments. Initially devised as a deep space salvage vessel for large-scale ore retrieval from destroyed ORE fleets in pirate-occupied areas, its previous incarnation was made all but obsolete by the arrival of capsuleers on the interstellar scene. Realizing that the ship could, with a few minor modifications, be made into an efficient resource harvesting aid, ORE wasted no time in revamping the design.<br><br>A low signature radius (a holdover from its earlier manifestation) adds a layer of defense to the Primae's already decent plating. In addition, the ship's two large bays have been re-engineered to hold equipment for planetside resource extraction and processed materials, making it an especially useful complement to any planetside harvesting endeavor.",10013,450,15000000,270000,100,1,8,0,1,1390,0.07,0,0,16691399,105459,93968
659,29,Capsule Home-201,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680815,76057,0
660,29,Capsule Home-201.7,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680816,76058,0
661,29,Capsule Home-601.5,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680817,76059,0
662,29,Capsule Home-1.401,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680812,76054,0
663,29,Capsule Home-1.501,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680813,76055,0
664,29,Capsule Home-2.201,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680814,76056,0
665,29,Capsule CP-100,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680807,76049,0
666,29,Capsule CP-100B,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680808,76050,0
667,29,Capsule CP-200,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680809,76051,0
668,29,Capsule CP-500,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680810,76052,0
669,29,Capsule CP-900X,,73,10,32000,1000,0,1,0,0,0,0,0.07,0,73,16680811,76053,0
670,29,Capsule,Standard capsule.,73,2,32000,1000,0,1,0,0,0,0,0.07,0,73,16672658,67810,79912
672,31,Caldari Shuttle,Caldari Shuttle,317,49,1600000,5000,10,1,1,50000000,1,396,0.07,0,0,16691309,105364,93885
11129,31,Gallente Shuttle,Gallente Shuttle,2043,41,1600000,5000,10,1,8,50000000,1,395,0.07,0,0,16691315,105370,93891
11132,31,Minmatar Shuttle,Minmatar Shuttle,2045,14,1600000,5000,10,1,2,50000000,1,394,0.07,0,0,16691320,105375,93896
11134,31,Amarr Shuttle,Amarr Shuttle,2044,17,1600000,5000,10,1,4,50000000,1,393,0.07,0,0,16691307,105362,93883
21097,31,Goru's Shuttle,Goru Nikainen's Shuttle.,317,49,1600000,5000,10,1,1,50000000,1,0,0.07,0,0,16691316,105371,93892
21628,31,Guristas Shuttle,Caldari Shuttle registered to the Guristas organization.,317,49,1600000,5000,10,1,1,50000000,1,0,0.07,0,0,16691317,105372,93893
27299,31,Civilian Amarr Shuttle,Amarr Shuttle,2044,17,1600000,5000,10,1,4,50000000,0,0,0.07,0,0,16691310,105365,93886
27301,31,Civilian Caldari Shuttle,Caldari Shuttle,317,49,1600000,5000,10,1,1,50000000,0,0,0.07,0,0,16691311,105366,93887
27303,31,Civilian Gallente Shuttle,Gallente Shuttle,2043,41,1600000,5000,10,1,8,50000000,0,0,0.07,0,0,16691312,105367,93888
27305,31,Civilian Minmatar Shuttle,Minmatar Shuttle,2045,14,1600000,5000,10,1,2,50000000,0,0,0.07,0,0,16691313,105368,93889
29266,31,Apotheosis,"""For you, children, on your fifth birthday. May your next five years be as full of promise and hope, and may you one day walk with us as equals among the stars.""



<br><br><i>Idmei Sver, Society of Conscious Thought, on the fifth anniversary of the Capsuleer Era.</i>",1233,93,1600000,17400,10,1,16,0,1,1395,0.07,0,0,16691400,105460,93969
29328,31,Amarr Media Shuttle,Modified shuttle used by the Amarr media to report on events.,2044,17,1600000,5000,0,1,4,50000000,0,0,0.07,0,0,16691306,105361,93882
29330,31,Caldari Media Shuttle,Modified shuttle used by the Caldari media to report on events.,317,49,1600000,5000,0,1,1,50000000,0,0,0.07,0,0,16691308,105363,93884
29332,31,Gallente Media Shuttle,Modified shuttle used by the Gallente media to report on events.,2043,41,1600000,5000,0,1,8,50000000,0,0,0.07,0,0,16691314,105369,93890
29334,31,Minmatar Media Shuttle,Modified shuttle used by the Minmatar media to report on events.,2045,14,1600000,5000,0,1,2,50000000,0,0,0.07,0,0,16691319,105374,93895
30842,31,Interbus Shuttle,"Interbus commissioned Duvolle Laboratories to design them an upgraded shuttlecraft in YC 106. The result was this vessel, which combines compact size with a surprisingly large cargo hold - ideal for the multipurpose transportation that Interbus specializes in.



The ship remained a closely-guarded Interbus asset for many years, but in YC111 it was made available to select capsuleer pilots as part of an outreach programme intended to raise awareness of the Interbus brand among the growing capsuleer population. It remains, however, a very rare sight among the spacelanes and is considered by many to be a valuable collector's item.",3714,41,1600000,5000,20,1,8,50000000,1,0,0.07,0,0,16691318,105373,93894
9854,237,Polaris Inspector Frigate,The Polaris Inspector frigate is an observation vehicle with a very resiliant superstructure.,1372,500,1000000,20400,0,1,0,0,0,0,0.07,0,0,16673145,68347,80099
9858,237,Polaris Centurion TEST,The Polaris Centurion is an elite class observer vehicle with a nearly impenatrable armor coating.,1375,500,1000000,20400,0,1,0,0,0,0,0.07,0,0,16690672,104725,93272
9860,237,Polaris Legatus Frigate,"The Polaris Legatus frigate is the most powerful Polaris ship built, superior in both combat and maneuverability.",1376,500,1000000,20400,0,1,0,0,0,0,0.07,0,0,16673146,68348,80100
9862,237,Polaris Centurion Frigate,The Polaris Centurion frigate is an observation vehicle with a very resiliant superstructure.,1375,500,1000000,20400,0,1,0,0,0,0,0.07,0,0,16690673,104726,93273
2834,324,Utu,"The Utu is a highly advanced drone platform specially commissioned for the 8th Alliance Tournament. While based on the Ishkur's design, this ship features design elements that go above and beyond the original blueprint.



In addition to revolutionary heat dispersion field projectors, the Utu is equipped with cutting-edge hardwired drone protocols and upgraded warp scrambling capability. Combined with the sturdy armor plating, these qualities make the Utu a powerful ally in any combat encounter.



Gallente Frigate Skill Bonus: 10% bonus to drone damage per skill level and 10% bonus to Warp Scrambler and Warp Disruptor Range per level.



Role Bonus: 50% bonus to Small Hybrid Turret Optimal Range and Tracking and 50% reduction in the amount of heat damage absorbed by modules.",10005,39,1216000,29500,165,1,8,2200000000,1,1366,0.07,0,0,16691323,105378,93899
3516,324,Malice,"The Malice is an assault frigate design exclusively commissioned as a reward in the ninth Alliance Tournament. Sporting custom metal alloys in its plated carapace, it is one of the most expensive ships ever produced in its class. Far from being a mere ornament, though, the Malice features quality armament systems, strong defensive plating and a massive capacitor, and its vastly augmented facility for energy destabilization makes it a formidable adversary in any engagement.



Amarr Frigate Skill Bonus: 5% bonus to Armor Resistances per level and 20% bonus to energy vampire and energy neutralizer transfer amount and range per level



Role Bonus: 100% bonus to Small Energy Turret Damage and 50% bonus to Small Energy Turret optimal range",10950,35,1271000,28600,210,1,4,27939040000,1,1366,0.07,0,0,16691407,105467,93976
11180,324,Rapier Frigate,"Hull: Vigil Class

Developer: Brutor Tribe

Role: Recon Frigate 

Special: 90% less cpu need for Modules requiring Black Ops ",1973,37.07,1200000,28100,155,1,2,18232880000,0,0,0.04,0,0,16673268,68470,80163
11373,324,Blade,"Hull: Rifter Class

Role: Escort

Developer: Core Complexions



Core Complexions ships are unusual in that they favor electronics and defence over the typical ""Lots of guns"" approach traditionaly favored by the Minmatar   



Race Bonus: 30% Small projectile turret dmg bonus",1782,37,1200000,28600,130,1,2,28761440000,0,0,0.04,0,0,16673284,68486,80164
11375,324,Erinye,"Hull: Tristan Class

Developer: Roden Shipyards

Role: Assault Frigate 

Special: 90% less cpu need for Modules requiring Advanced Gunnery ",1770,39,2810000,28100,165,1,8,21063520000,0,0,0.04,0,0,16673286,68488,80165
11383,324,Gatherer,"Developer: Viziam

Role: Mining Frigate

Special: -90% less cpu need for Deep Core Miner",1868,39,5250000,28100,400,1,4,17308280000,0,0,0.04,0,0,16673291,68493,80166
11385,324,Sparrow,Hull: Bantam ClassDeveloper: Lai Dai Role: Mining FrigateSpecial: -90% less cpu need for Deep Core Miner,1970,39,5250000,28100,165,1,1,12973280000,0,0,0.04,0,0,16673293,68495,80167
11389,324,Kishar,"Hull: Maulus Class

Developer: Duvolle Laboratories",1913,39,5125000,28100,450,1,8,12973280000,0,0,0.04,0,0,16673296,68498,80168
12030,324,Manticore OLD,"Hull: Kestrel Class

Developer: Lai Dai



Lai Dai ships favor a balanced mix of ship systems making them very versatile but also making them less powerful in specific tactics.



Role: Bomber



15% X Bomber skill level bonus to light missile amd rocket ranges per bomber level ",1881,39,2810000,28100,305,1,1,28070080000,0,0,0.04,0,0,22256931,68596,80229
12036,324,Dagger,,1963,39,2810000,28100,175,1,2,22933440000,0,0,0.04,0,0,16673398,68600,0
12040,324,Purifier OLD,"Hull: Rifter Class

Developer: Brutor Angels

Role: Assault Frigate 

Special: 90% less cpu need for Modules requiring Advanced Gunnery ",1872,20.5,2155000,28100,315,1,4,27619680000,0,0,0.04,0,0,16673401,68603,80230
25426,324,Hawk 2,"Name: Hawk

Hull: Merlin Class

Role: Assault Ship 



Following in the footsteps of Caldari vessels since time immemorial, the Hawk relies on tremendously powerful shield systems to see it through combat, blending launchers and turrets to provide for a powerful, well-rounded combat vessel.



Developer:  Lai Dai



Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization.



Caldari Frigate Skill Bonus: 5% bonus to Missile Launcher rate of fire



Assault Ships Skill Bonus: 10% bonus to missile velocity and 5% bonus to shield boost amount per level",1901,39,2250000,16500,165,1,1,28861880000,0,0,0.04,0,0,16676774,71980,83019
32207,324,Freki,"Developed along with the first wave of Minmatar assault ships but later abandoned due to cost, the Freki is known for its extremely well designed warp core that enables it to arrive first on the scene to snare and eliminate its target.



It is rarely seen on the battlefield, as only a limited number have ever gone into production. It is usually given to pilots as a reward for their excellence in combat.



Special Ability: 50% Small Projectile Turret falloff and optimal range bonus and 75% afterburner and microwarpdrive capacitor consumption bonus.



Minmatar Frigate Skill Bonus: 12.5% Small Projectile Turret damage and 30% bonus to Stasis Webifier Range per level.",3799,31,1309000,27289,165,1,2,27363680000,1,1366,0.04,0,0,16691321,105376,93897
2836,358,Adrestia,"The Adrestia is a high-powered blaster platform specially commissioned for the 8th Alliance Tournament. While similar to its sister vessel the Deimos (on which its design was based), this ship nonetheless differs in some very important ways. Utilizing lightweight alloys and a prototype form of ion thruster, the Adrestia is capable of reaching truly mind-boggling speeds for a heavy assault vessel. While this makes it less sturdy than its predecessor, the lack of defensive plating is compensated for by state-of-the-art targeting systems, thoroughly optimized weapon hardpoints and upgraded warp scrambling capability. Don't let the lack of defense fool you; very few vessels out there can stand against the Adrestia toe to toe.





Special Ability: 25% bonus to max velocity and 50% bonus to Medium Hybrid Turret falloff and tracking speed. 



Gallente Cruiser Skill Bonus: 20% Bonus to medium hybrid turret damage per level and 20% Bonus to warp disruptor and warp scrambler range per level.",10006,149,11100000,112000,340,1,8,74000000000,1,1370,0.07,0,0,16691324,105379,93900
3518,358,Vangel,"The Vangel is a heavy assault ship design exclusively commissioned as a reward in the ninth Alliance Tournament. Like its smaller sibling the Malice, it possesses greatly enhanced energy destabilization systems. Though it was primarily conceived as a combat vessel for the solitary pilot, the Vangel?s great stores of capacitor power and top-of-the-line armor plating make it no less effective in small fleets. A sleek, deadly triumph of both form and function.



Amarr Cruiser Skill Bonus: 5% bonus to armor resistances per level and 20% bonus to energy vampire and energy neutralizer transfer amount and range per level



Role Bonus:  50% bonus to repair amount of armor repair systems and 50% bonus to missile launcher rate of fire

",10951,108,11890000,118000,250,1,4,161852000000,1,1370,0.07,0,0,16691409,105469,93977
11973,358,Nocturne,Hull: Osprey ClassDeveloper: Kaalakiota Role: Support Cruiser ,1844,131,10000000,85000,315,1,1,43617000000,0,0,0.07,0,0,16673362,68564,80220
11980,358,Drifter,Hull: Scythe ClassDeveloper: Thukker MixRole: Support Cruiser ,1946,131,10000000,85000,315,1,2,43617000000,0,0,0.07,0,0,16673365,68567,80221
11982,358,Sanctity,Hull: Auguror ClassDeveloper: ViziamRole: Support Cruiser ,1750,131,10000000,85000,315,1,4,43617000000,0,0,0.07,0,0,16673367,68569,80222
11991,358,Clotho,Hull: Exequror ClassDeveloper: Duvolle LabsRole: Support Cruiser,1903,131,10000000,85000,315,1,8,43617000000,0,0,0.07,0,0,16673372,68574,80223
11997,358,Glaive,Hull: Stabber ClassDeveloper: Core Complexions Inc.Role: Patrol Cruiser,1775,131,10000000,85000,315,1,2,43617000000,0,0,0.07,0,0,16673376,68578,80224
12007,358,Atropos,Hull: Vexor ClassDeveloper: Duvolle LabsRole: Patrol Cruiser,1905,131,10000000,85000,315,1,8,43617000000,0,0,0.07,0,0,16673381,68583,80225
12009,358,Obsidian,Hull: Moa ClassDeveloper: Kaalakiota Role: Battlecruiser,1785,131,10000000,85000,315,1,1,43617000000,0,0,0.07,0,0,16673383,68585,80226
